Report_ID,Event_Date,Age,Time,Nature,Establishment,Summary,Degree
830300,2017-01-20,58.0,16.0,Fracture,Conoco Phillips,"At 4:00 p.m. on January 20, 2017, an employee was driving a Genie Lift up a  truck ramp when it slipped off the ramp and tipped over.  The employee did not  have on a safety harness and was thrown from the Genie Lift and sustained a  broken leg.  The employee was hospitalized and treated for his injuries.",Hospitalized injury
625500,2017-01-27,,10.0,Other,Enervest Operating,"At 10:00 a.m. on January 27, 2017, two employees were operating a pump truck,  when a vessel exploded.  Both employees were hospitalized and one was treated  for a burst eardrum.",Hospitalized injury
729700,2017-01-30,49.0,13.0,Electric Shock,Casillas Petroleum Corp.,"At 12:30 p.m. on January 30, 2017, an employee was repairing the head switch  of the primary motor control center at an oil pumping site. The oil pump motor  control center and the saltwater motor control center were not labeled as to  what circuits were either controlled by them and/or passed through them. The  motor control center was secured in anticipation of replacing the head switch.  The employee opened a nearby junction box to perform the initial disconnection  of wiring to the switch. The employee came into contact with a 480 volt unused  circuit that passed through the motor control center. This 480 volt circuit  was not de-energized by the cutout used to secure the motor control center and  the employee did not test the circuits within the junction box to ensure they  were all de-energized and sustained extensive electrical burns to the right  hand and less serious burns to the left.",Hospitalized injury
626000,2017-01-30,38.0,11.0,Cut/Laceration,"Kd Energy, Llc","At approximately 11:00 a.m. on January 30, 2017, Employee #1 was trying to get  a well head back on line by operating a valve to see if there would flow.  The  threads on the 2-inch flow line valve appeared to have been cross threaded  causing the fitting to break apart and it struck Employee #1 in the hip.  Employee #1 was hospitalized with a fractured hip and a laceration above his  ear.",Hospitalized injury
627700,2017-01-30,39.0,17.0,Amputation,Cactus Drilling Company,"At 4:30 p.m. on January 30, 2017, an employee was investigating wire rope that  was loose and was going to get tangled into the elevator. The employee pulled  the sheave and the employee's hand was pulled into sheave. The employee  sustained amputation to four fingers on the right hand.",Non Hospitalized injury
626600,2017-01-31,58.0,11.0,Other,"Slatex Well Service, Inc.","At approximately 10:30 a.m. on January 31, 2017, an employee was cutting the  main drill cable at the crown of an oil derrick. The employee was struck by a  cable and fell from a height. He suffered head trauma and multiple fractures  and was killed.",Fatality
627510,2017-01-31,23.0,14.0,Cut/Laceration,Lone Star Well Services ,"At 1:30 p.m. on January 31, 2017, an employee's hand was caught between the  blow-out preventer and elevator. The employee sustained lacerations and  fractured his hand. The employee was hospitalized.",Hospitalized injury
830500,2017-02-01,51.0,12.0,Puncture,"Ultra Energy Solutions, Llc","At 11:30 a.m. on February 1, 2017, an employee was using high pressure water  hose to excavate dirt. The left foot of the operator of the high pressure  water vac truck slipped into the water stream and this caused an amputation of  the employee's left foot middle toe.",Hospitalized injury
627510,2017-02-02,62.0,18.0,Other,Britt Trucking Company,"At approximately 6:00 p.m. on February 2, 2017, an employee was walking across  the substructure, fell to the ground, and was killed.",Fatality
728900,2017-02-05,54.0,,Other,Berexco Llc,"On February 5, 2017, Employee #1 was at an oil collection site which consisted  of an earthen dike around six tanks positioned from North to South.  Employee  #1's Dodge pickup was located at the bottom of the steps on the South side of  the tanks.  He was discovered unresponsive, slumped backwards on his knees on  the North end of a catwalk dead of unknown causes.",Fatality
625700,2017-02-09,27.0,19.0,Burn(Chemical),"Blanchard Contractors, Inc. ","At 6:30 p.m. on February 9, 2017, an employee was working at a natural gas  pipeline. As he opened one of the valves on the pipeline, a fire occurred. The  employee sustained multiple burns, which he was hospitalized and received  treatment.",Hospitalized injury
627700,2017-02-16,40.0,9.0,Burn/Scald(Heat),"Nextera Energy, Inc.","At 9:00 a.m. on February 16, 2017, an employee was turning a master valve on a  gas wellhead when it exploded and threw the employee a distance away.  The  employees pants caught on fire during the wellhead explosion and suffered  third degree burns to both legs. The employee was hospitalized and treated for  his injuries.",Hospitalized injury
626000,2017-02-17,25.0,11.0,Puncture,Marathon Oil Company,"At approximately 11:00 a.m. on February 17, 2017, an employee was going to  remove a bleeder valve from the skid. When the employee removed the plug high  pressure exceeding 1,100 psi, shot out and caused the employee to be blown  back. The employee sustained injuries to his leg (puncture), a broken left  arm, and skull fracture to both sides of his face. The employee was  hospitalized and treated for his injuries.",Hospitalized injury
627500,2017-02-21,64.0,14.0,Cut/Laceration,"Pate Trucking Co., Llc","At 2:20 p.m. on February 21, 2017, an employee was driving a tanker truck to a  disposal yard. The employee lost control of the tanker truck going up a steep  hill on a private road which rolled over. The employee sustained numerous cuts  as the tanker truck rolled over the employee and was killed.",Fatality
950672,2017-02-27,49.0,,Burn/Scald(Heat),Shawn Barker Construction,"On February 27, 2017, an employee was assisting in the servicing of a dryer.  As he was waiting for the soda ash to be loaded into the dryer and the  go-ahead by the dryer technician to connect a hose from the truck to the  dryer, steam was released. The employee sustained burns to his abdomen, back,  arms and face, which he was hospitalized and received treatment. He was  released 17 days later.",Hospitalized injury
627510,2017-03-02,55.0,11.0,Other,G & K Trucking Inc.,"At 11:00 a.m. on March 2, 2017, Employee #1, the owner of the company, backed  the forklift onto a ramp that was connected to a trailer to inspect for leaks.  While he was inspecting it, the forklift rolled forward, pinning him  underneath the machine. Employee #1 sustained upper body injuries and was  killed.",Fatality
627700,2017-03-08,38.0,15.0,Fracture,Lonestar Services Llc,"At 2:30 p.m. on March 8, 2017, Employee #1, employed by a company that  provided oil field services, was working on a pump jack, that is, a  reciprocating piston pump used to extract oil.  He was standing on top of a  ladder on the pump jack arm and reinstalling a horsehead at the end of the  arm.  Employee #1 was struck by the horsehead.  He fell to the ground below  the pump.  Emergency services were called, and Employee #1 was transported to  the hospital.  He was admitted and treated for fractures to his pelvis, cheek,  and jaw.",Hospitalized injury
317500,2017-03-11,50.0,11.0,Amputation,"Costy'S Energy Services, Llc.","At 10:30 a.m. on March 11, 2017, an employee was filling a pipe with fluid.  The employee was struck by a tool that fell from above and resulted in  amputating several fingers from the employee's left hand.  The employee was  hospitalized and treated for his injuries",Hospitalized injury
626700,2017-03-14,43.0,7.0,Other,"Key Energy Services, Llc","At approximately 7:15 a.m. on March 14, 2017, Employee #1 was directing a  derrick work crew on how to un-set packer within an oil well.  The top half of  the derrick mast collapsed causing the traveling block to crash down striking  and killing Employee #1.",Fatality
626700,2017-03-14,43.0,7.0,Other,"Pryor Packers, Inc.","At approximately 7:15 a.m. on March 14, 2017, Employee #1 was directing a  derrick work crew on how to un-set packer within an oil well.  The top half of  the derrick mast collapsed causing the traveling block to crash down striking  and killing Employee #1.",Fatality
627510,2017-03-23,64.0,10.0,Fracture,"Cudd Pumping Services, Inc.","At approximately 9:45 a.m. on March 23, 2017, Employee #1 was bleeding off  pressure when he released too much pressure and the 2-inch pipe struck him.  Employee #1 suffered fractured ribs and two fractured vertebras and was  hospitalized.",Hospitalized injury
950647,2017-03-24,32.0,13.0,Amputation,"Ensign United States Drilling (California), Inc.","At 1:00 p.m. on March 24, 2017, an employee was working with three other  coworkers that were hydro-testing some tubing in a well.  The crew installed a  circulating head with a PGSR rubber to contain the gasses from the well but  first installed one that was too large.  They pulled it from the well and  replaced it with a smaller version; however, one of the coworkers opened the  slips while the employee was holding onto the API ring with their left hand.  The coworker lowered the elevator and the employee had their thumb pinched and  crushed between the API ring and the elevator.  The employee sustained a  partial amputation of their left thumb.",Hospitalized injury
